timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,dte,entry_cost,entry_debit,friction_cost,entry_friction_cost,contracts_per_layer,option_multiplier,drift_distance,primary_return_pct,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,stress_profile,drift_count
2025-11-03T15:15:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6841.81,6845.0,375.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6815.0,6845.0,6875.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-11-03T15:20:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6836.94,6850.0,,Corridor drift started.,,,,,,,,,,,,,13.06,,,,,,,,
2025-11-03T15:40:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6840.59,6850.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-11-03T15:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6836.95,6850.0,,Corridor drift started.,,,,,,,,,,,,,13.05,,,,,,,,
2025-11-03T15:50:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6840.34,6850.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-11-03T16:55:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6856.13,6845.0,,Corridor drift started.,,,,,,,,,,,,,11.13,,,,,,,,
2025-11-03T17:00:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6850.25,6845.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-11-03T17:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6856.35,6845.0,,Corridor drift started.,,,,,,,,,,,,,11.35,,,,,,,,
2025-11-03T17:25:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6849.07,6845.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-11-03T17:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6855.94,6845.0,,Corridor drift started.,,,,,,,,,,,,,10.94,,,,,,,,
2025-11-03T17:55:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6859.91,6850.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-11-03T18:00:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6860.27,6850.0,,Corridor drift started.,,,,,,,,,,,,,10.27,,,,,,,,
2025-11-03T18:20:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6859.49,6850.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-11-03T18:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6861.64,6850.0,,Corridor drift started.,,,,,,,,,,,,,11.64,,,,,,,,
2025-11-03T18:35:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6862.35,6855.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-11-03T20:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6851.5,6845.0,374.0,Session window closed.,PRIMARY,6815.0,6845.0,6875.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,,8.7055,10.3277,0.6995,2.4077,0.086,conservative,
2025-11-03T20:35:00+00:00,SPX,SESSION_FLUSH,ACTIVE_CENTERED,6851.5,6845.0,375.0,Session window closed.,SUPPLEMENTAL,6815.0,6845.0,6875.0,30.0,7.0,8.006,7.92,,0.086,1.0,100.0,,,8.6921,10.312,0.6861,2.392,0.086,conservative,
2025-11-04T18:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6773.21,6795.0,376.0,Opened the primary butterfly corridor layer.,PRIMARY,6765.0,6795.0,6825.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-11-04T18:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6771.95,6795.0,,Corridor drift started.,,,,,,,,,,,,,23.05,,,,,,,,
2025-11-04T18:50:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6783.91,6790.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
2025-11-04T18:55:00+00:00,SPX,ADD_SUPPLEMENTAL,ACTIVE_CENTERED,6782.16,6785.0,377.0,Added a supplemental butterfly layer near the edge of the corridor.,SUPPLEMENTAL,6755.0,6785.0,6815.0,30.0,7.0,8.006,7.92,0.086,0.086,1.0,100.0,,,,,,,,,
2025-11-04T19:35:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6771.5,6785.0,,Corridor drift started.,,,,,,,,,,,,,13.5,,,,,,,,
2025-11-04T19:50:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6770.36,6780.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,
